Country,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
Australia,A1,11/10/09,Brisbane Roar,Gold Coast,0,1
Australia,A1,11/10/09,Central Coast Mariners,North Queensland,1,1
Australia,A1,16/10/09,Adelaide United,Sydney FC,2,1
Australia,A1,17/10/09,North Queensland,Wellington Phoenix,1,1
Australia,A1,17/10/09,Brisbane Roar,Central Coast Mariners,0,3
Australia,A1,18/10/09,Gold Coast,Perth Glory,2,1
Australia,A1,18/10/09,Newcastle Jets,Melbourne Victory,1,3
Australia,A1,23/10/09,Newcastle Jets,Central Coast Mariners,2,1
Australia,A1,24/10/09,North Queensland,Perth Glory,2,1
Australia,A1,24/10/09,Melbourne Victory,Adelaide United,3,1
Australia,A1,25/10/09,Sydney FC,Brisbane Roar,2,1
Australia,A1,25/10/09,Wellington Phoenix,Gold Coast,6,0
Australia,A1,30/10/09,Brisbane Roar,Newcastle Jets,1,1
Australia,A1,31/10/09,Gold Coast,North Queensland,0,2
Australia,A1,31/10/09,Central Coast Mariners,Adelaide United,0,0
Australia,A1,01/11/09,Perth Glory,Melbourne Victory,1,2
Australia,A1,01/11/09,Sydney FC,Wellington Phoenix,3,1
Australia,A1,04/11/09,Wellington Phoenix,Newcastle Jets,3,0
Australia,A1,06/11/09,Adelaide United,Brisbane Roar,0,2
Australia,A1,07/11/09,Gold Coast,Sydney FC,1,0
Australia,A1,07/11/09,Melbourne Victory,Central Coast Mariners,0,4
Australia,A1,08/11/09,Newcastle Jets,North Queensland,2,0
Australia,A1,08/11/09,Wellington Phoenix,Perth Glory,1,1
Australia,A1,20/11/09,Adelaide United,Gold Coast,1,1
Australia,A1,21/11/09,North Queensland,Central Coast Mariners,1,5
Australia,A1,21/11/09,Brisbane Roar,Melbourne Victory,0,1
Australia,A1,22/11/09,Perth Glory,Sydney FC,2,0
Australia,A1,22/11/09,Newcastle Jets,Wellington Phoenix,0,1
Australia,A1,27/11/09,Central Coast Mariners,Perth Glory,0,0
Australia,A1,28/11/09,North Queensland,Adelaide United,2,1
Australia,A1,28/11/09,Melbourne Victory,Gold Coast,4,0
Australia,A1,29/11/09,Brisbane Roar,Wellington Phoenix,4,1
Australia,A1,29/11/09,Sydney FC,Newcastle Jets,1,3
Australia,A1,04/12/09,Adelaide United,Newcastle Jets,0,2
Australia,A1,04/12/09,Wellington Phoenix,Melbourne Victory,1,1
Australia,A1,05/12/09,Gold Coast,Central Coast Mariners,2,1
Australia,A1,05/12/09,Sydney FC,North Queensland,4,1
Australia,A1,06/12/09,Perth Glory,Brisbane Roar,1,1
Australia,A1,11/12/09,North Queensland,Perth Glory,1,0
Australia,A1,12/12/09,Brisbane Roar,Adelaide United,0,1
Australia,A1,12/12/09,Central Coast Mariners,Melbourne Victory,0,3
Australia,A1,12/12/09,Wellington Phoenix,Sydney FC,0,1
Australia,A1,13/12/09,Newcastle Jets,Gold Coast,3,2
Australia,A1,16/12/09,Brisbane Roar,North Queensland,2,0
Australia,A1,18/12/09,Adelaide United,Wellington Phoenix,1,1
Australia,A1,19/12/09,Melbourne Victory,Sydney FC,0,0
Australia,A1,19/12/09,Central Coast Mariners,Brisbane Roar,2,3
Australia,A1,20/12/09,Gold Coast,Perth Glory,2,0
Australia,A1,20/12/09,Newcastle Jets,North Queensland,3,2
Australia,A1,23/12/09,Sydney FC,Central Coast Mariners,1,0
Australia,A1,26/12/09,Perth Glory,Newcastle Jets,4,0
Australia,A1,26/12/09,Gold Coast,Brisbane Roar,5,1
Australia,A1,27/12/09,North Queensland,Melbourne Victory,1,0
Australia,A1,27/12/09,Sydney FC,Adelaide United,1,0
Australia,A1,31/12/09,Central Coast Mariners,Wellington Phoenix,0,2
Australia,A1,09/01/10,Gold Coast,Adelaide United,1,1
Australia,A1,09/01/10,Central Coast Mariners,North Queensland,1,1
Australia,A1,09/01/10,Wellington Phoenix,Brisbane Roar,3,1
Australia,A1,10/01/10,Perth Glory,Sydney FC,0,0
Australia,A1,10/01/10,Newcastle Jets,Melbourne Victory,3,2
Australia,A1,13/01/10,Gold Coast,Newcastle Jets,2,0
Australia,A1,15/01/10,Adelaide United,Central Coast Mariners,1,1
Australia,A1,15/01/10,Wellington Phoenix,North Queensland,3,0
Australia,A1,16/01/10,Brisbane Roar,Newcastle Jets,0,2
Australia,A1,16/01/10,Melbourne Victory,Perth Glory,6,2
Australia,A1,17/01/10,Sydney FC,Gold Coast,0,1
Australia,A1,19/01/10,Adelaide United,Perth Glory,2,3
Australia,A1,22/01/10,Perth Glory,Wellington Phoenix,2,0
Australia,A1,22/01/10,Central Coast Mariners,Gold Coast,1,1
Australia,A1,23/01/10,North Queensland,Brisbane Roar,1,1
Australia,A1,23/01/10,Melbourne Victory,Adelaide United,2,0
Australia,A1,24/01/10,Newcastle Jets,Sydney FC,1,3
Australia,A1,26/01/10,Melbourne Victory,Wellington Phoenix,4,0
Australia,A1,29/01/10,Gold Coast,Melbourne Victory,1,0
Australia,A1,30/01/10,Brisbane Roar,Sydney FC,1,0
Australia,A1,30/01/10,Wellington Phoenix,Adelaide United,1,0
Australia,A1,31/01/10,Perth Glory,Central Coast Mariners,3,1
Australia,A1,02/02/10,North Queensland,Newcastle Jets,2,1
Australia,A1,05/02/10,Melbourne Victory,North Queensland,2,0
Australia,A1,06/02/10,Adelaide United,Brisbane Roar,2,0
Australia,A1,07/02/10,Gold Coast,Wellington Phoenix,0,1
Australia,A1,07/02/10,Sydney FC,Perth Glory,3,2
Australia,A1,08/02/10,Central Coast Mariners,Newcastle Jets,3,0
Australia,A1,12/02/10,Newcastle Jets,Adelaide United,1,2
Australia,A1,12/02/10,Wellington Phoenix,Central Coast Mariners,3,0
Australia,A1,13/02/10,North Queensland,Gold Coast,2,1
Australia,A1,13/02/10,Perth Glory,Brisbane Roar,2,0
Australia,A1,14/02/10,Sydney FC,Melbourne Victory,2,0
Australia,A1,18/02/10,Melbourne Victory,Sydney FC,2,1
Australia,A1,20/02/10,Gold Coast,Newcastle Jets ,0,1
Australia,A1,21/02/10,Wellington Phoenix ,Perth Glory,2,1
Australia,A1,07/03/10,Sydney FC ,Melbourne Victory,2,1
Australia,A1,07/03/10,Wellington Phoenix ,Newcastle Jets,3,1
Australia,A1,13/03/10,Sydney FC ,Wellington Phoenix,4,2
Australia,A1,20/03/10,Melbourne Victory,Sydney FC ,1,2
Australia,A1,05/08/10,Melbourne City,Central Coast Mariners,0,1
Australia,A1,06/08/10,Perth Glory,North Queensland,3,3
Australia,A1,06/08/10,Adelaide United,Newcastle Jets,0,0
Australia,A1,07/08/10,Sydney FC,Melbourne Victory,3,3
Australia,A1,08/08/10,Gold Coast,Brisbane Roar,0,0
Australia,A1,13/08/10,Newcastle Jets,Melbourne City,1,1
Australia,A1,13/08/10,Wellington Phoenix,Gold Coast,3,3
Australia,A1,14/08/10,Melbourne Victory,Perth Glory,0,2
Australia,A1,14/08/10,North Queensland,Sydney FC,2,1
Australia,A1,15/08/10,Central Coast Mariners,Adelaide United,1,1
Australia,A1,20/08/10,Adelaide United,Melbourne City,3,2
Australia,A1,21/08/10,Brisbane Roar,Sydney FC,1,0
Australia,A1,21/08/10,Perth Glory,Newcastle Jets,1,0
Australia,A1,22/08/10,Melbourne Victory,North Queensland,2,2
Australia,A1,22/08/10,Wellington Phoenix,Central Coast Mariners,2,0
Australia,A1,27/08/10,Brisbane Roar,Wellington Phoenix,1,0
Australia,A1,28/08/10,Sydney FC,Central Coast Mariners,1,1
Australia,A1,28/08/10,North Queensland,Adelaide United,2,3
Australia,A1,29/08/10,Melbourne City,Perth Glory,2,2
Australia,A1,29/08/10,Gold Coast,Melbourne Victory,0,1
Australia,A1,03/09/10,Central Coast Mariners,Melbourne Victory,2,0
Australia,A1,04/09/10,Sydney FC,Adelaide United,1,3
Australia,A1,04/09/10,Melbourne City,North Queensland,1,0
Australia,A1,05/09/10,Perth Glory,Wellington Phoenix,2,1
Australia,A1,05/09/10,Newcastle Jets,Brisbane Roar,0,0
Australia,A1,10/09/10,Central Coast Mariners,Melbourne City,1,0
Australia,A1,11/09/10,Adelaide United,Newcastle Jets,2,1
Australia,A1,11/09/10,Wellington Phoenix,Sydney FC,2,1
Australia,A1,12/09/10,Perth Glory,Gold Coast,0,1
Australia,A1,12/09/10,Melbourne Victory,Brisbane Roar,3,0
Australia,A1,15/09/10,Melbourne Victory,Wellington Phoenix,0,0
Australia,A1,17/09/10,Newcastle Jets,Perth Glory,2,0
Australia,A1,18/09/10,Brisbane Roar,Adelaide United,1,1
Australia,A1,18/09/10,North Queensland,Melbourne Victory,0,0
Australia,A1,19/09/10,Gold Coast,Central Coast Mariners,0,0
Australia,A1,19/09/10,Melbourne City,Wellington Phoenix,2,1
Australia,A1,22/09/10,Gold Coast,Newcastle Jets,1,0
Australia,A1,24/09/10,Adelaide United,Perth Glory,2,0
Australia,A1,24/09/10,Wellington Phoenix,North Queensland,2,1
Australia,A1,25/09/10,Newcastle Jets,Melbourne Victory,0,0
Australia,A1,25/09/10,Brisbane Roar,Melbourne City,4,0
Australia,A1,26/09/10,Sydney FC,Gold Coast,1,1
Australia,A1,29/09/10,Sydney FC,North Queensland,1,1
Australia,A1,01/10/10,Gold Coast,Wellington Phoenix,3,1
Australia,A1,02/10/10,Central Coast Mariners,North Queensland,3,2
Australia,A1,03/10/10,Perth Glory,Brisbane Roar,1,2
Australia,A1,04/10/10,Sydney FC,Adelaide United,1,2
Australia,A1,08/10/10,Melbourne City,Melbourne Victory,2,1
Australia,A1,15/10/10,North Queensland,Perth Glory,2,1
Australia,A1,16/10/10,Brisbane Roar,Newcastle Jets,1,1
Australia,A1,16/10/10,Melbourne Victory,Sydney FC,3,0
Australia,A1,17/10/10,Gold Coast,Adelaide United,0,0
Australia,A1,17/10/10,Wellington Phoenix,Melbourne City,2,2
Australia,A1,20/10/10,Brisbane Roar,Central Coast Mariners,2,0
Australia,A1,22/10/10,Adelaide United,Wellington Phoenix,3,0
Australia,A1,23/10/10,Brisbane Roar,Melbourne Victory,2,1
Australia,A1,23/10/10,Melbourne City,Gold Coast,0,0
Australia,A1,24/10/10,Perth Glory,Sydney FC,0,3
Australia,A1,29/10/10,Melbourne Victory,Adelaide United,2,1
Australia,A1,30/10/10,Central Coast Mariners,Perth Glory,5,0
Australia,A1,30/10/10,Sydney FC,Brisbane Roar,1,1
Australia,A1,31/10/10,North Queensland,Gold Coast,1,2
Australia,A1,31/10/10,Newcastle Jets,Melbourne City,0,2
Australia,A1,03/11/10,Perth Glory,Melbourne City,0,0
Australia,A1,03/11/10,Wellington Phoenix,Brisbane Roar,1,4
Australia,A1,05/11/10,North Queensland,Central Coast Mariners,0,1
Australia,A1,06/11/10,Brisbane Roar,Adelaide United,4,0
Australia,A1,06/11/10,Melbourne Victory,Gold Coast,0,1
Australia,A1,07/11/10,Perth Glory,Wellington Phoenix,0,1
Australia,A1,07/11/10,Sydney FC,Newcastle Jets,1,0
Australia,A1,10/11/10,North Queensland,Melbourne City,2,3
Australia,A1,10/11/10,Adelaide United,Perth Glory,2,0
Australia,A1,12/11/10,Gold Coast,Sydney FC,3,1
Australia,A1,13/11/10,Newcastle Jets,Adelaide United,3,1
Australia,A1,13/11/10,Wellington Phoenix,Central Coast Mariners,0,3
Australia,A1,14/11/10,Perth Glory,Melbourne Victory,3,1
Australia,A1,14/11/10,Melbourne City,Brisbane Roar,1,2
Australia,A1,17/11/10,Newcastle Jets,Brisbane Roar,1,1
Australia,A1,18/11/10,Melbourne Victory,Central Coast Mariners,2,2
Australia,A1,19/11/10,Melbourne City,Adelaide United,0,2
Australia,A1,20/11/10,Brisbane Roar,North Queensland,1,1
Australia,A1,20/11/10,Newcastle Jets,Wellington Phoenix,1,0
Australia,A1,21/11/10,Central Coast Mariners,Gold Coast,2,3
Australia,A1,21/11/10,Sydney FC,Perth Glory,2,0
Australia,A1,24/11/10,Brisbane Roar,Perth Glory,3,2
Australia,A1,24/11/10,Newcastle Jets,Central Coast Mariners,1,1
Australia,A1,24/11/10,Wellington Phoenix,Melbourne City,2,0
Australia,A1,26/11/10,Adelaide United,Gold Coast,2,1
Australia,A1,27/11/10,Melbourne City,Sydney FC,0,0
Australia,A1,27/11/10,Wellington Phoenix,Melbourne Victory,2,2
Australia,A1,28/11/10,North Queensland,Perth Glory,1,1
Australia,A1,28/11/10,Central Coast Mariners,Brisbane Roar,1,5
Australia,A1,01/12/10,Gold Coast,North Queensland,1,2
Australia,A1,01/12/10,Sydney FC,Wellington Phoenix,3,1
Australia,A1,03/12/10,Melbourne Victory,Brisbane Roar,3,3
Australia,A1,04/12/10,North Queensland,Newcastle Jets,0,2
Australia,A1,04/12/10,Central Coast Mariners,Sydney FC,4,0
Australia,A1,05/12/10,Gold Coast,Melbourne City,3,0
Australia,A1,05/12/10,Wellington Phoenix,Adelaide United,2,1
Australia,A1,08/12/10,Melbourne City,Newcastle Jets,0,2
Australia,A1,10/12/10,Adelaide United,North Queensland,2,0
Australia,A1,11/12/10,Gold Coast,Wellington Phoenix,2,0
Australia,A1,11/12/10,Melbourne City,Melbourne Victory,1,3
Australia,A1,12/12/10,Perth Glory,Central Coast Mariners,1,1
Australia,A1,12/12/10,Sydney FC,Brisbane Roar,0,1
Australia,A1,15/12/10,North Queensland,Sydney FC,1,0
Australia,A1,15/12/10,Newcastle Jets,Gold Coast,2,0
Australia,A1,17/12/10,Adelaide United,Melbourne City,1,2
Australia,A1,18/12/10,North Queensland,Brisbane Roar,0,2
Australia,A1,18/12/10,Melbourne Victory,Perth Glory,2,0
Australia,A1,18/12/10,Wellington Phoenix,Newcastle Jets,4,0
Australia,A1,22/12/10,Perth Glory,Adelaide United,4,2
Australia,A1,22/12/10,Central Coast Mariners,North Queensland,1,0
Australia,A1,23/12/10,Sydney FC,Melbourne City,0,1
Australia,A1,26/12/10,Brisbane Roar,Gold Coast,2,2
Australia,A1,26/12/10,Central Coast Mariners,Adelaide United,2,0
Australia,A1,27/12/10,North Queensland,Wellington Phoenix,1,1
Australia,A1,27/12/10,Melbourne Victory,Newcastle Jets,2,1
Australia,A1,29/12/10,Adelaide United,Sydney FC,2,0
Australia,A1,31/12/10,Central Coast Mariners,Melbourne Victory,1,2
Australia,A1,02/01/11,Adelaide United,Brisbane Roar,0,1
Australia,A1,02/01/11,Melbourne City,North Queensland,2,0
Australia,A1,03/01/11,Gold Coast,Perth Glory,0,0
Australia,A1,03/01/11,Newcastle Jets,Sydney FC,1,2
Australia,A1,05/01/11,Wellington Phoenix,Melbourne Victory,2,0
Australia,A1,07/01/11,Brisbane Roar,Perth Glory,1,1
Australia,A1,08/01/11,North Queensland,Newcastle Jets,1,3
Australia,A1,08/01/11,Sydney FC,Gold Coast,2,0
Australia,A1,09/01/11,Central Coast Mariners,Wellington Phoenix,1,0
Australia,A1,09/01/11,Melbourne Victory,Adelaide United,1,4
Australia,A1,11/01/11,Newcastle Jets,North Queensland,1,0
Australia,A1,12/01/11,Central Coast Mariners,Brisbane Roar,3,3
Australia,A1,14/01/11,Gold Coast,North Queensland,4,0
Australia,A1,15/01/11,Perth Glory,Melbourne City,1,1
Australia,A1,15/01/11,Sydney FC,Melbourne Victory,1,1
Australia,A1,16/01/11,Newcastle Jets,Central Coast Mariners,0,2
Australia,A1,19/01/11,Perth Glory,Central Coast Mariners,1,2
Australia,A1,19/01/11,Melbourne City,Gold Coast,1,1
Australia,A1,21/01/11,Adelaide United,North Queensland,8,1
Australia,A1,22/01/11,Gold Coast,Newcastle Jets,5,1
Australia,A1,22/01/11,Melbourne Victory,Melbourne City,2,2
Australia,A1,23/01/11,Central Coast Mariners,Sydney FC,2,2
Australia,A1,23/01/11,Wellington Phoenix,Perth Glory,4,0
Australia,A1,26/01/11,North Queensland,Melbourne Victory,0,3
Australia,A1,26/01/11,Brisbane Roar,Wellington Phoenix,2,0
Australia,A1,29/01/11,Perth Glory,Sydney FC,0,2
Australia,A1,29/01/11,Adelaide United,Central Coast Mariners,1,2
Australia,A1,29/01/11,Brisbane Roar,Melbourne City,2,1
Australia,A1,30/01/11,Melbourne Victory,Gold Coast,2,0
Australia,A1,30/01/11,Wellington Phoenix,Newcastle Jets,1,0
Australia,A1,02/02/11,Gold Coast,Adelaide United,0,0
Australia,A1,02/02/11,Melbourne Victory,Newcastle Jets,2,0
Australia,A1,04/02/11,Melbourne City,Central Coast Mariners,1,1
Australia,A1,05/02/11,Adelaide United,Wellington Phoenix,0,1
Australia,A1,06/02/11,Perth Glory,Gold Coast,1,2
Australia,A1,06/02/11,Newcastle Jets,Sydney FC,1,1
Australia,A1,08/02/11,North Queensland,Brisbane Roar,1,2
Australia,A1,09/02/11,Gold Coast,Central Coast Mariners,1,3
Australia,A1,09/02/11,Sydney FC,Wellington Phoenix,2,0
Australia,A1,10/02/11,Newcastle Jets,Perth Glory,4,0
Australia,A1,11/02/11,Adelaide United,Melbourne Victory,2,1
Australia,A1,12/02/11,Brisbane Roar,Gold Coast,4,0
Australia,A1,12/02/11,Melbourne City,Sydney FC,2,2
Australia,A1,13/02/11,Central Coast Mariners,Newcastle Jets,1,0
Australia,A1,13/02/11,Wellington Phoenix,North Queensland,3,1
Australia,A1,18/02/11,Adelaide United ,Wellington Phoenix,1,0
Australia,A1,19/02/11,Central Coast Mariners,Brisbane Roar,0,2
Australia,A1,20/02/11,Gold Coast ,Melbourne Victory,1,0
Australia,A1,26/02/11,Brisbane Roar ,Central Coast Mariners,2,2
Australia,A1,27/02/11,Adelaide United,Gold Coast ,2,3
Australia,A1,05/03/11,Central Coast Mariners ,Gold Coast,1,0
Australia,A1,13/03/11,Brisbane Roar ,Central Coast Mariners,3,2
Australia,A1,08/10/11,Brisbane Roar,Central Coast Mariners,1,0
Australia,A1,08/10/11,Melbourne Victory,Sydney FC,0,0
Australia,A1,08/10/11,Newcastle Jets,Melbourne City,3,2
Australia,A1,09/10/11,Perth Glory,Adelaide United,1,0
Australia,A1,09/10/11,Gold Coast,Wellington Phoenix,1,1
Australia,A1,14/10/11,Adelaide United,Melbourne Victory,1,0
Australia,A1,15/10/11,Sydney FC,Brisbane Roar,0,2
Australia,A1,15/10/11,Central Coast Mariners,Gold Coast,1,1
Australia,A1,16/10/11,Melbourne City,Perth Glory,1,2
Australia,A1,16/10/11,Wellington Phoenix,Newcastle Jets,2,0
Australia,A1,21/10/11,Brisbane Roar,Gold Coast,3,0
Australia,A1,22/10/11,Melbourne Victory,Melbourne City,0,0
Australia,A1,22/10/11,Adelaide United,Sydney FC,1,2
Australia,A1,23/10/11,Perth Glory,Wellington Phoenix,1,0
Australia,A1,23/10/11,Newcastle Jets,Central Coast Mariners,1,0
Australia,A1,28/10/11,Brisbane Roar,Adelaide United,7,1
Australia,A1,29/10/11,Melbourne City,Sydney FC,1,1
Australia,A1,29/10/11,Central Coast Mariners,Perth Glory,2,1
Australia,A1,30/10/11,Gold Coast,Newcastle Jets,3,1
Australia,A1,30/10/11,Wellington Phoenix,Melbourne Victory,1,2
Australia,A1,04/11/11,Adelaide United,Melbourne City,1,1
Australia,A1,04/11/11,Wellington Phoenix,Central Coast Mariners,1,2
Australia,A1,05/11/11,Melbourne Victory,Brisbane Roar,2,2
Australia,A1,05/11/11,Newcastle Jets,Perth Glory,2,0
Australia,A1,06/11/11,Sydney FC,Gold Coast,3,2
Australia,A1,11/11/11,Adelaide United,Gold Coast,2,1
Australia,A1,12/11/11,Perth Glory,Sydney FC,0,1
Australia,A1,12/11/11,Central Coast Mariners,Melbourne Victory,0,0
Australia,A1,12/11/11,Melbourne City,Newcastle Jets,3,0
Australia,A1,13/11/11,Brisbane Roar,Wellington Phoenix,1,1
Australia,A1,18/11/11,Gold Coast,Melbourne City,1,2
Australia,A1,19/11/11,Sydney FC,Central Coast Mariners,2,3
Australia,A1,19/11/11,Newcastle Jets,Brisbane Roar,1,2
Australia,A1,19/11/11,Wellington Phoenix,Adelaide United,1,1
Australia,A1,20/11/11,Melbourne Victory,Perth Glory,2,2
Australia,A1,25/11/11,Adelaide United,Newcastle Jets,0,0
Australia,A1,26/11/11,Brisbane Roar,Perth Glory,4,0
Australia,A1,26/11/11,Central Coast Mariners,Melbourne City,3,1
Australia,A1,27/11/11,Melbourne Victory,Gold Coast,3,2
Australia,A1,27/11/11,Wellington Phoenix,Sydney FC,2,1
Australia,A1,02/12/11,Adelaide United,Central Coast Mariners,0,4
Australia,A1,03/12/11,Perth Glory,Gold Coast,2,0
Australia,A1,03/12/11,Newcastle Jets,Melbourne Victory,3,1
Australia,A1,04/12/11,Sydney FC,Brisbane Roar,2,0
Australia,A1,04/12/11,Melbourne City,Wellington Phoenix,1,0
Australia,A1,09/12/11,Brisbane Roar,Melbourne City,1,2
Australia,A1,10/12/11,Melbourne Victory,Adelaide United,1,1
Australia,A1,10/12/11,Central Coast Mariners,Newcastle Jets,2,0
Australia,A1,10/12/11,Wellington Phoenix,Perth Glory,1,0
Australia,A1,11/12/11,Gold Coast,Sydney FC,0,0
Australia,A1,14/12/11,Wellington Phoenix,Brisbane Roar,2,0
Australia,A1,16/12/11,Adelaide United,Gold Coast,0,3
Australia,A1,17/12/11,Perth Glory,Melbourne City,1,2
Australia,A1,17/12/11,Brisbane Roar,Central Coast Mariners,1,2
Australia,A1,17/12/11,Newcastle Jets,Sydney FC,1,2
Australia,A1,18/12/11,Melbourne Victory,Wellington Phoenix,3,1
Australia,A1,22/12/11,Sydney FC,Adelaide United,2,2
Australia,A1,23/12/11,Perth Glory,Central Coast Mariners,1,3
Australia,A1,23/12/11,Melbourne City,Melbourne Victory,3,2
Australia,A1,23/12/11,Wellington Phoenix,Newcastle Jets,5,2
Australia,A1,26/12/11,Gold Coast,Brisbane Roar,1,0
Australia,A1,29/12/11,Sydney FC,Melbourne City,0,4
Australia,A1,30/12/11,Adelaide United,Wellington Phoenix,2,0
Australia,A1,31/12/11,Brisbane Roar,Melbourne Victory,3,1
Australia,A1,31/12/11,Central Coast Mariners,Gold Coast,0,0
Australia,A1,31/12/11,Newcastle Jets,Perth Glory,1,1
Australia,A1,04/01/12,Perth Glory,Brisbane Roar,3,3
Australia,A1,04/01/12,Central Coast Mariners,Melbourne Victory,2,0
Australia,A1,04/01/12,Newcastle Jets,Gold Coast,3,2
Australia,A1,04/01/12,Melbourne City,Adelaide United,1,3
Australia,A1,04/01/12,Wellington Phoenix,Sydney FC,4,2
Australia,A1,07/01/12,Melbourne Victory,Newcastle Jets,2,1
Australia,A1,07/01/12,Adelaide United,Brisbane Roar,1,1
Australia,A1,08/01/12,Gold Coast,Melbourne City,1,1
Australia,A1,08/01/12,Sydney FC,Central Coast Mariners,0,1
Australia,A1,08/01/12,Wellington Phoenix,Perth Glory,0,1
Australia,A1,13/01/12,Melbourne Victory,Adelaide United,1,1
Australia,A1,14/01/12,Brisbane Roar,Sydney FC,2,1
Australia,A1,14/01/12,Central Coast Mariners,Newcastle Jets,1,1
Australia,A1,15/01/12,Gold Coast,Wellington Phoenix,0,1
Australia,A1,15/01/12,Melbourne City,Perth Glory,1,2
Australia,A1,18/01/12,Melbourne City,Central Coast Mariners,0,1
Australia,A1,18/01/12,Sydney FC,Perth Glory,1,1
Australia,A1,20/01/12,Newcastle Jets,Wellington Phoenix,0,1
Australia,A1,21/01/12,Melbourne City,Brisbane Roar,1,1
Australia,A1,21/01/12,Central Coast Mariners,Adelaide United,3,2
Australia,A1,22/01/12,Perth Glory,Melbourne Victory,4,1
Australia,A1,22/01/12,Sydney FC,Gold Coast,2,1
Australia,A1,25/01/12,Adelaide United,Newcastle Jets,1,1
Australia,A1,26/01/12,Melbourne Victory,Sydney FC,2,2
Australia,A1,28/01/12,Brisbane Roar,Newcastle Jets,0,1
Australia,A1,29/01/12,Adelaide United,Perth Glory,0,3
Australia,A1,29/01/12,Wellington Phoenix,Melbourne City,3,1
Australia,A1,01/02/12,Melbourne Victory,Gold Coast,1,1
Australia,A1,03/02/12,Adelaide United,Wellington Phoenix,1,2
Australia,A1,04/02/12,Melbourne City,Melbourne Victory,0,0
Australia,A1,04/02/12,Central Coast Mariners,Brisbane Roar,0,2
Australia,A1,05/02/12,Sydney FC,Newcastle Jets,2,5
Australia,A1,06/02/12,Perth Glory,Gold Coast,4,0
Australia,A1,10/02/12,Melbourne Victory,Central Coast Mariners,2,1
Australia,A1,11/02/12,Sydney FC,Perth Glory,2,1
Australia,A1,11/02/12,Newcastle Jets,Melbourne City,3,0
Australia,A1,12/02/12,Gold Coast,Adelaide United,1,2
Australia,A1,12/02/12,Wellington Phoenix,Brisbane Roar,0,2
Australia,A1,17/02/12,Melbourne City,Gold Coast,1,0
Australia,A1,18/02/12,Perth Glory,Newcastle Jets,2,0
Australia,A1,18/02/12,Brisbane Roar,Melbourne Victory,3,2
Australia,A1,18/02/12,Central Coast Mariners,Wellington Phoenix,2,0
Australia,A1,19/02/12,Adelaide United,Sydney FC,1,2
Australia,A1,22/02/12,Gold Coast,Central Coast Mariners,3,3
Australia,A1,24/02/12,Newcastle Jets,Adelaide United,1,0
Australia,A1,25/02/12,Perth Glory,Brisbane Roar,0,3
Australia,A1,25/02/12,Gold Coast,Melbourne Victory,1,1
Australia,A1,25/02/12,Sydney FC,Wellington Phoenix,0,1
Australia,A1,26/02/12,Melbourne City,Central Coast Mariners,1,0
Australia,A1,01/03/12,Adelaide United,Perth Glory,0,2
Australia,A1,02/03/12,Brisbane Roar,Melbourne City,1,1
Australia,A1,03/03/12,Central Coast Mariners,Sydney FC,1,1
Australia,A1,03/03/12,Melbourne Victory,Newcastle Jets,1,3
Australia,A1,04/03/12,Wellington Phoenix,Gold Coast,2,0
Australia,A1,09/03/12,Newcastle Jets,Gold Coast,1,1
Australia,A1,10/03/12,Sydney FC,Melbourne Victory,1,0
Australia,A1,10/03/12,Melbourne City,Wellington Phoenix,1,1
Australia,A1,11/03/12,Perth Glory,Central Coast Mariners,1,0
Australia,A1,11/03/12,Brisbane Roar,Adelaide United,1,1
Australia,A1,16/03/12,Melbourne Victory,Wellington Phoenix,3,0
Australia,A1,17/03/12,Melbourne City,Sydney FC,2,2
Australia,A1,17/03/12,Central Coast Mariners,Adelaide United,1,0
Australia,A1,17/03/12,Newcastle Jets,Brisbane Roar,1,2
Australia,A1,18/03/12,Gold Coast,Perth Glory,3,0
Australia,A1,23/03/12,Adelaide United,Melbourne City,1,1
Australia,A1,24/03/12,Perth Glory,Melbourne Victory,4,2
Australia,A1,25/03/12,Gold Coast,Brisbane Roar,1,2
Australia,A1,25/03/12,Sydney FC,Newcastle Jets,3,2
Australia,A1,25/03/12,Wellington Phoenix,Central Coast Mariners,1,2
Australia,A1,30/03/12,Wellington Phoenix ,Sydney FC,3,2
Australia,A1,31/03/12,Brisbane Roar,Central Coast Mariners,2,0
Australia,A1,01/04/12,Perth Glory ,Melbourne City,3,0
Australia,A1,07/04/12,Perth Glory ,Wellington Phoenix,3,2
Australia,A1,08/04/12,Central Coast Mariners,Brisbane Roar ,2,3
Australia,A1,14/04/12,Central Coast Mariners,Perth Glory ,1,2
Australia,A1,22/04/12,Brisbane Roar ,Perth Glory,2,1
Australia,A1,05/10/12,Melbourne Victory,Melbourne City,1,2
Australia,A1,06/10/12,WS Wanderers,Central Coast Mariners,0,0
Australia,A1,06/10/12,Wellington Phoenix,Sydney FC,2,0
Australia,A1,07/10/12,Perth Glory,Brisbane Roar,1,0
Australia,A1,07/10/12,Newcastle Jets ,Adelaide United,0,2
Australia,A1,12/10/12,Adelaide United,WS Wanderers,1,0
Australia,A1,13/10/12,Brisbane Roar,Melbourne Victory,5,0
Australia,A1,13/10/12,Sydney FC,Newcastle Jets,2,3
Australia,A1,14/10/12,Central Coast Mariners,Perth Glory,1,0
Australia,A1,14/10/12,Melbourne City ,Wellington Phoenix,1,1
