Country,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
Israel,I1,12/08/00,Beit Shean,Hapoel Jerusalem,1,0
Israel,I1,12/08/00,H. Beer Sheva,H. Kfar Saba,0,0
Israel,I1,12/08/00,Hak. Ramat Gan,Kiryat Gat,2,1
Israel,I1,12/08/00,M. Herzliya,Beitar Avraham,3,3
Israel,I1,12/08/00,M. Ironi Kiryat,Sakhnin,2,1
Israel,I1,18/08/00,Beitar Avraham,Hak. Ramat Gan,1,2
Israel,I1,18/08/00,H. Kfar Saba,M. Ironi Kiryat,1,1
Israel,I1,18/08/00,Hapoel Jerusalem,M. Herzliya,1,0
Israel,I1,18/08/00,Sakhnin,Beit Shean,1,2
Israel,I1,19/08/00,Hap. Ramat Gan,Kiryat Gat,2,2
Israel,I1,19/08/00,M. Nazareth,H. Beer Sheva,1,1
Israel,I1,25/08/00,Beit Shean,H. Kfar Saba,0,0
Israel,I1,25/08/00,Hak. Ramat Gan,Hapoel Jerusalem,1,1
Israel,I1,25/08/00,Kiryat Gat,Beitar Avraham,2,5
Israel,I1,25/08/00,M. Herzliya,Sakhnin,1,1
Israel,I1,25/08/00,M. Ironi Kiryat,M. Nazareth,3,0
Israel,I1,26/08/00,H. Beer Sheva,Hap. Ramat Gan,1,1
Israel,I1,29/08/00,M. Nazareth,Hap. Ramat Gan,0,1
Israel,I1,08/09/00,Hapoel Jerusalem,Kiryat Gat,2,2
Israel,I1,08/09/00,Sakhnin,Hak. Ramat Gan,0,2
Israel,I1,09/09/00,H. Beer Sheva,M. Ironi Kiryat,1,4
Israel,I1,09/09/00,Hap. Ramat Gan,Beitar Avraham,2,2
Israel,I1,09/09/00,M. Nazareth,Beit Shean,1,1
Israel,I1,15/09/00,Beit Shean,H. Beer Sheva,1,1
Israel,I1,15/09/00,Beitar Avraham,Hapoel Jerusalem,0,0
Israel,I1,15/09/00,Hak. Ramat Gan,H. Kfar Saba,0,2
Israel,I1,15/09/00,Kiryat Gat,Sakhnin,0,1
Israel,I1,15/09/00,M. Ironi Kiryat,Hap. Ramat Gan,2,0
Israel,I1,16/09/00,M. Herzliya,M. Nazareth,1,1
Israel,I1,22/09/00,H. Beer Sheva,M. Herzliya,0,0
Israel,I1,22/09/00,H. Kfar Saba,Kiryat Gat,1,0
Israel,I1,22/09/00,M. Ironi Kiryat,Beit Shean,1,1
Israel,I1,22/09/00,M. Nazareth,Hak. Ramat Gan,1,1
Israel,I1,23/09/00,Hap. Ramat Gan,Hapoel Jerusalem,1,1
Israel,I1,23/09/00,Sakhnin,Beitar Avraham,2,2
Israel,I1,01/10/00,Beit Shean,Hap. Ramat Gan,0,0
Israel,I1,01/10/00,Beitar Avraham,H. Kfar Saba,2,1
Israel,I1,01/10/00,Hak. Ramat Gan,H. Beer Sheva,4,0
Israel,I1,01/10/00,Kiryat Gat,M. Nazareth,3,1
Israel,I1,01/10/00,M. Herzliya,M. Ironi Kiryat,2,3
Israel,I1,13/10/00,H. Kfar Saba,Hapoel Jerusalem,1,1
Israel,I1,13/10/00,M. Ironi Kiryat,Hak. Ramat Gan,2,2
Israel,I1,14/10/00,Beit Shean,M. Herzliya,2,1
Israel,I1,14/10/00,H. Beer Sheva,Kiryat Gat,1,0
Israel,I1,20/10/00,Beitar Avraham,H. Beer Sheva,0,0
Israel,I1,20/10/00,Hak. Ramat Gan,Beit Shean,3,1
Israel,I1,20/10/00,Kiryat Gat,M. Ironi Kiryat,1,0
Israel,I1,20/10/00,M. Herzliya,Hap. Ramat Gan,0,2
Israel,I1,21/10/00,Hapoel Jerusalem,M. Nazareth,1,2
Israel,I1,21/10/00,Sakhnin,H. Kfar Saba,0,1
Israel,I1,27/10/00,Beit Shean,Kiryat Gat,2,0
Israel,I1,27/10/00,M. Herzliya,Hak. Ramat Gan,5,1
Israel,I1,27/10/00,M. Ironi Kiryat,Beitar Avraham,3,4
Israel,I1,28/10/00,H. Beer Sheva,Hapoel Jerusalem,2,0
Israel,I1,28/10/00,Hap. Ramat Gan,H. Kfar Saba,2,2
Israel,I1,28/10/00,M. Nazareth,Sakhnin,1,2
Israel,I1,31/10/00,Hapoel Jerusalem,Sakhnin,2,4
Israel,I1,03/11/00,Beitar Avraham,Beit Shean,1,0
Israel,I1,03/11/00,H. Kfar Saba,M. Nazareth,3,0
Israel,I1,03/11/00,Hak. Ramat Gan,Hap. Ramat Gan,0,0
Israel,I1,03/11/00,Kiryat Gat,M. Herzliya,2,1
Israel,I1,04/11/00,Hapoel Jerusalem,M. Ironi Kiryat,1,3
Israel,I1,07/11/00,Hap. Ramat Gan,Sakhnin,0,2
Israel,I1,07/11/00,M. Nazareth,Beitar Avraham,1,0
Israel,I1,10/11/00,Beitar Avraham,M. Herzliya,1,1
Israel,I1,10/11/00,H. Kfar Saba,H. Beer Sheva,2,3
Israel,I1,10/11/00,Kiryat Gat,Hak. Ramat Gan,4,2
Israel,I1,11/11/00,Hap. Ramat Gan,M. Nazareth,0,0
Israel,I1,11/11/00,Hapoel Jerusalem,Beit Shean,2,0
Israel,I1,17/11/00,Beit Shean,Sakhnin,0,1
Israel,I1,17/11/00,Hak. Ramat Gan,Beitar Avraham,1,1
Israel,I1,17/11/00,Kiryat Gat,Hap. Ramat Gan,3,0
Israel,I1,17/11/00,M. Herzliya,Hapoel Jerusalem,4,0
Israel,I1,17/11/00,M. Ironi Kiryat,H. Kfar Saba,0,4
Israel,I1,18/11/00,H. Beer Sheva,M. Nazareth,3,0
Israel,I1,21/11/00,H. Kfar Saba,M. Herzliya,3,0
Israel,I1,21/11/00,Sakhnin,H. Beer Sheva,4,1
Israel,I1,24/11/00,Beitar Avraham,Kiryat Gat,1,0
Israel,I1,24/11/00,H. Kfar Saba,Beit Shean,0,0
Israel,I1,25/11/00,Hap. Ramat Gan,H. Beer Sheva,1,1
Israel,I1,25/11/00,Hapoel Jerusalem,Hak. Ramat Gan,2,0
Israel,I1,25/11/00,M. Nazareth,M. Ironi Kiryat,6,1
Israel,I1,25/11/00,Sakhnin,M. Herzliya,0,0
Israel,I1,27/11/00,Sakhnin,M. Ironi Kiryat,4,2
Israel,I1,01/12/00,Beitar Avraham,Hap. Ramat Gan,3,2
Israel,I1,02/12/00,Beit Shean,M. Nazareth,0,2
Israel,I1,02/12/00,Hak. Ramat Gan,Sakhnin,0,0
Israel,I1,02/12/00,Kiryat Gat,Hapoel Jerusalem,2,2
Israel,I1,02/12/00,M. Herzliya,H. Kfar Saba,1,2
Israel,I1,02/12/00,M. Ironi Kiryat,H. Beer Sheva,1,1
Israel,I1,08/12/00,H. Kfar Saba,Hak. Ramat Gan,1,2
Israel,I1,09/12/00,H. Beer Sheva,Beit Shean,0,1
Israel,I1,09/12/00,Hap. Ramat Gan,M. Ironi Kiryat,1,0
Israel,I1,09/12/00,Hapoel Jerusalem,Beitar Avraham,0,4
Israel,I1,09/12/00,M. Nazareth,M. Herzliya,2,0
Israel,I1,09/12/00,Sakhnin,Kiryat Gat,1,1
Israel,I1,15/12/00,Beitar Avraham,Sakhnin,0,0
Israel,I1,15/12/00,Hak. Ramat Gan,M. Nazareth,0,1
Israel,I1,15/12/00,Kiryat Gat,H. Kfar Saba,0,0
Israel,I1,16/12/00,Beit Shean,M. Ironi Kiryat,2,1
Israel,I1,16/12/00,Hapoel Jerusalem,Hap. Ramat Gan,0,1
Israel,I1,16/12/00,M. Herzliya,H. Beer Sheva,1,0
Israel,I1,22/12/00,H. Beer Sheva,Hak. Ramat Gan,0,0
Israel,I1,22/12/00,H. Kfar Saba,Beitar Avraham,1,1
Israel,I1,22/12/00,M. Ironi Kiryat,M. Herzliya,1,1
Israel,I1,23/12/00,Hap. Ramat Gan,Beit Shean,1,0
Israel,I1,23/12/00,M. Nazareth,Kiryat Gat,0,1
Israel,I1,23/12/00,Sakhnin,Hapoel Jerusalem,0,0
Israel,I1,29/12/00,Beitar Avraham,M. Nazareth,1,0
Israel,I1,29/12/00,Hak. Ramat Gan,M. Ironi Kiryat,2,1
Israel,I1,29/12/00,Hapoel Jerusalem,H. Kfar Saba,1,0
Israel,I1,29/12/00,Kiryat Gat,H. Beer Sheva,1,0
Israel,I1,29/12/00,Sakhnin,Hap. Ramat Gan,3,2
Israel,I1,30/12/00,M. Herzliya,Beit Shean,2,1
Israel,I1,05/01/01,Beit Shean,Hak. Ramat Gan,3,0
Israel,I1,05/01/01,M. Ironi Kiryat,Kiryat Gat,3,0
Israel,I1,05/01/01,Sakhnin,H. Kfar Saba,3,2
Israel,I1,06/01/01,H. Beer Sheva,Beitar Avraham,3,1
Israel,I1,06/01/01,Hap. Ramat Gan,M. Herzliya,0,1
Israel,I1,06/01/01,M. Nazareth,Hapoel Jerusalem,2,0
Israel,I1,12/01/01,Beitar Avraham,M. Ironi Kiryat,2,0
Israel,I1,12/01/01,H. Kfar Saba,Hap. Ramat Gan,3,1
Israel,I1,12/01/01,Hak. Ramat Gan,M. Herzliya,1,3
Israel,I1,12/01/01,Hapoel Jerusalem,H. Beer Sheva,1,2
Israel,I1,12/01/01,Kiryat Gat,Beit Shean,1,1
Israel,I1,12/01/01,Sakhnin,M. Nazareth,0,1
Israel,I1,19/01/01,H. Beer Sheva,Sakhnin,2,0
Israel,I1,19/01/01,M. Herzliya,Kiryat Gat,0,0
Israel,I1,19/01/01,M. Ironi Kiryat,Hapoel Jerusalem,1,2
Israel,I1,20/01/01,Beit Shean,Beitar Avraham,2,2
Israel,I1,20/01/01,Hap. Ramat Gan,Hak. Ramat Gan,2,0
Israel,I1,20/01/01,M. Nazareth,H. Kfar Saba,1,0
Israel,I1,26/01/01,Hak. Ramat Gan,Kiryat Gat,0,1
Israel,I1,26/01/01,M. Herzliya,Beitar Avraham,2,0
Israel,I1,26/01/01,M. Ironi Kiryat,Sakhnin,2,1
Israel,I1,27/01/01,Beit Shean,Hapoel Jerusalem,1,0
Israel,I1,27/01/01,H. Beer Sheva,H. Kfar Saba,1,0
Israel,I1,27/01/01,M. Nazareth,Hap. Ramat Gan,2,0
Israel,I1,02/02/01,Beitar Avraham,Hak. Ramat Gan,4,2
Israel,I1,02/02/01,H. Kfar Saba,M. Ironi Kiryat,2,1
Israel,I1,02/02/01,Hapoel Jerusalem,M. Herzliya,1,4
Israel,I1,02/02/01,M. Nazareth,H. Beer Sheva,0,0
Israel,I1,03/02/01,Hap. Ramat Gan,Kiryat Gat,2,2
Israel,I1,03/02/01,Sakhnin,Beit Shean,0,1
Israel,I1,09/02/01,Hak. Ramat Gan,Hapoel Jerusalem,2,0
Israel,I1,09/02/01,Kiryat Gat,Beitar Avraham,1,1
Israel,I1,09/02/01,M. Herzliya,Sakhnin,2,0
Israel,I1,09/02/01,M. Ironi Kiryat,M. Nazareth,0,0
Israel,I1,10/02/01,Beit Shean,H. Kfar Saba,3,0
Israel,I1,10/02/01,H. Beer Sheva,Hap. Ramat Gan,0,0
Israel,I1,16/02/01,H. Kfar Saba,M. Herzliya,1,2
Israel,I1,16/02/01,Hap. Ramat Gan,Beitar Avraham,1,2
Israel,I1,16/02/01,Sakhnin,Hak. Ramat Gan,0,0
Israel,I1,17/02/01,H. Beer Sheva,M. Ironi Kiryat,2,0
Israel,I1,17/02/01,Hapoel Jerusalem,Kiryat Gat,3,1
Israel,I1,17/02/01,M. Nazareth,Beit Shean,0,0
Israel,I1,23/02/01,Beit Shean,H. Beer Sheva,1,3
Israel,I1,23/02/01,Beitar Avraham,Hapoel Jerusalem,2,0
Israel,I1,23/02/01,Hak. Ramat Gan,H. Kfar Saba,2,1
Israel,I1,23/02/01,Kiryat Gat,Sakhnin,5,1
Israel,I1,23/02/01,M. Herzliya,M. Nazareth,2,0
Israel,I1,23/02/01,M. Ironi Kiryat,Hap. Ramat Gan,2,1
Israel,I1,02/03/01,H. Beer Sheva,M. Herzliya,2,1
Israel,I1,02/03/01,H. Kfar Saba,Kiryat Gat,0,0
Israel,I1,02/03/01,Hap. Ramat Gan,Hapoel Jerusalem,2,0
Israel,I1,02/03/01,M. Ironi Kiryat,Beit Shean,0,0
Israel,I1,02/03/01,Sakhnin,Beitar Avraham,0,0
Israel,I1,03/03/01,M. Nazareth,Hak. Ramat Gan,1,3
Israel,I1,09/03/01,Beitar Avraham,H. Kfar Saba,4,1
Israel,I1,10/03/01,Beit Shean,Hap. Ramat Gan,0,2
Israel,I1,10/03/01,Hak. Ramat Gan,H. Beer Sheva,0,3
Israel,I1,10/03/01,Hapoel Jerusalem,Sakhnin,1,0
Israel,I1,10/03/01,Kiryat Gat,M. Nazareth,4,0
Israel,I1,10/03/01,M. Herzliya,M. Ironi Kiryat,1,1
Israel,I1,16/03/01,Beit Shean,M. Herzliya,2,1
Israel,I1,16/03/01,H. Kfar Saba,Hapoel Jerusalem,1,1
Israel,I1,16/03/01,Hap. Ramat Gan,Sakhnin,2,0
Israel,I1,16/03/01,M. Ironi Kiryat,Hak. Ramat Gan,2,5
Israel,I1,16/03/01,M. Nazareth,Beitar Avraham,2,0
Israel,I1,17/03/01,H. Beer Sheva,Kiryat Gat,0,1
Israel,I1,23/03/01,Beitar Avraham,H. Beer Sheva,0,2
Israel,I1,23/03/01,Hak. Ramat Gan,Beit Shean,4,1
Israel,I1,23/03/01,Hapoel Jerusalem,M. Nazareth,3,2
Israel,I1,23/03/01,Kiryat Gat,M. Ironi Kiryat,2,2
Israel,I1,24/03/01,M. Herzliya,Hap. Ramat Gan,0,1
Israel,I1,27/03/01,Sakhnin,H. Kfar Saba,0,2
Israel,I1,30/03/01,Beit Shean,Kiryat Gat,1,3
Israel,I1,30/03/01,H. Beer Sheva,Hapoel Jerusalem,2,2
Israel,I1,30/03/01,Hap. Ramat Gan,H. Kfar Saba,2,0
Israel,I1,30/03/01,M. Herzliya,Hak. Ramat Gan,1,1
Israel,I1,30/03/01,M. Ironi Kiryat,Beitar Avraham,1,1
Israel,I1,10/04/01,M. Nazareth,Sakhnin,1,2
Israel,I1,13/04/01,Beitar Avraham,Beit Shean,1,1
Israel,I1,13/04/01,H. Kfar Saba,M. Nazareth,1,0
Israel,I1,13/04/01,Hak. Ramat Gan,Hap. Ramat Gan,1,3
Israel,I1,13/04/01,Hapoel Jerusalem,M. Ironi Kiryat,1,1
Israel,I1,13/04/01,Kiryat Gat,M. Herzliya,1,0
Israel,I1,13/04/01,Sakhnin,H. Beer Sheva,1,1
Israel,I1,27/04/01,Kiryat Gat,Hap. Ramat Gan,2,2
Israel,I1,28/04/01,Beit Shean,Beitar Avraham,1,1
Israel,I1,28/04/01,H. Beer Sheva,Hak. Ramat Gan,3,0
Israel,I1,28/04/01,M. Herzliya,Hapoel Jerusalem,2,0
Israel,I1,28/04/01,M. Ironi Kiryat,H. Kfar Saba,2,2
Israel,I1,28/04/01,Sakhnin,M. Nazareth,1,0
Israel,I1,04/05/01,H. Beer Sheva,Beitar Avraham,3,1
Israel,I1,04/05/01,Kiryat Gat,Hak. Ramat Gan,2,0
Israel,I1,05/05/01,Hap. Ramat Gan,Beit Shean,2,0
Israel,I1,05/05/01,M. Herzliya,H. Kfar Saba,2,1
Israel,I1,05/05/01,M. Nazareth,M. Ironi Kiryat,3,1
Israel,I1,05/05/01,Sakhnin,Hapoel Jerusalem,2,0
Israel,I1,11/05/01,Beitar Avraham,Kiryat Gat,0,1
Israel,I1,11/05/01,Hap. Ramat Gan,Hak. Ramat Gan,2,2
Israel,I1,11/05/01,Hapoel Jerusalem,H. Kfar Saba,0,2
Israel,I1,11/05/01,M. Nazareth,M. Herzliya,2,1
Israel,I1,11/05/01,Sakhnin,M. Ironi Kiryat,3,0
Israel,I1,12/05/01,H. Beer Sheva,Beit Shean,0,1
Israel,I1,18/05/01,Beitar Avraham,Hap. Ramat Gan,5,1
Israel,I1,18/05/01,Kiryat Gat,H. Beer Sheva,1,1
Israel,I1,18/05/01,M. Ironi Kiryat,Hapoel Jerusalem,4,4
Israel,I1,18/05/01,M. Nazareth,H. Kfar Saba,0,3
Israel,I1,18/05/01,Sakhnin,M. Herzliya,3,1
Israel,I1,19/05/01,Beit Shean,Hak. Ramat Gan,0,4
Israel,I1,25/05/01,Hak. Ramat Gan,Beitar Avraham,1,2
Israel,I1,25/05/01,Hap. Ramat Gan,H. Beer Sheva,0,5
Israel,I1,25/05/01,Kiryat Gat,Beit Shean,2,1
Israel,I1,26/05/01,H. Kfar Saba,Sakhnin,1,1
Israel,I1,26/05/01,M. Ironi Kiryat,M. Herzliya,1,1
Israel,I1,26/05/01,M. Nazareth,Hapoel Jerusalem,6,1
Israel,I1,24/08/01,H. Kfar Saba,Yehuda,1,1
Israel,I1,24/08/01,Hak. Ramat Gan,Beitar Avraham,0,3
Israel,I1,24/08/01,Hapoel Holon,Beit Shean,3,0
Israel,I1,24/08/01,M. Herzliya,Hap. Ramat Gan,2,0
Israel,I1,24/08/01,Maccabi Kanna,H. Raanana,0,1
Israel,I1,24/08/01,Sakhnin,M. Nazareth,0,0
Israel,I1,09/09/01,Beit Shean,H. Kfar Saba,0,3
Israel,I1,09/09/01,H. Raanana,Hak. Ramat Gan,0,0
Israel,I1,09/09/01,Hap. Ramat Gan,Beitar Avraham,2,1
Israel,I1,09/09/01,M. Herzliya,Sakhnin,4,1
Israel,I1,09/09/01,M. Nazareth,Hapoel Holon,1,1
Israel,I1,09/09/01,Yehuda,Maccabi Kanna,1,0
Israel,I1,14/09/01,Beitar Avraham,H. Raanana,1,3
Israel,I1,14/09/01,H. Kfar Saba,M. Nazareth,6,0
Israel,I1,14/09/01,Hak. Ramat Gan,Yehuda,0,0
Israel,I1,14/09/01,Hapoel Holon,M. Herzliya,2,2
Israel,I1,14/09/01,Maccabi Kanna,Beit Shean,0,2
Israel,I1,14/09/01,Sakhnin,Hap. Ramat Gan,2,1
Israel,I1,21/09/01,Beit Shean,Hak. Ramat Gan,1,0
Israel,I1,21/09/01,Hap. Ramat Gan,H. Raanana,0,2
Israel,I1,21/09/01,M. Herzliya,H. Kfar Saba,1,3
Israel,I1,21/09/01,M. Nazareth,Maccabi Kanna,0,2
Israel,I1,21/09/01,Sakhnin,Hapoel Holon,2,0
Israel,I1,21/09/01,Yehuda,Beitar Avraham,1,3
Israel,I1,30/09/01,Hapoel Holon,Hap. Ramat Gan,1,2
Israel,I1,30/09/01,Maccabi Kanna,M. Herzliya,3,1
Israel,I1,02/10/01,H. Raanana,Yehuda,0,5
Israel,I1,03/10/01,H. Kfar Saba,Sakhnin,3,0
Israel,I1,04/10/01,Hak. Ramat Gan,M. Nazareth,3,3
Israel,I1,05/10/01,Beitar Avraham,Beit Shean,2,0
Israel,I1,12/10/01,Beit Shean,H. Raanana,3,2
Israel,I1,12/10/01,Hap. Ramat Gan,Yehuda,1,0
Israel,I1,12/10/01,Hapoel Holon,H. Kfar Saba,1,3
Israel,I1,12/10/01,M. Herzliya,Hak. Ramat Gan,0,1
Israel,I1,12/10/01,M. Nazareth,Beitar Avraham,2,3
Israel,I1,12/10/01,Sakhnin,Maccabi Kanna,0,2
Israel,I1,19/10/01,Beitar Avraham,M. Herzliya,1,2
Israel,I1,19/10/01,H. Kfar Saba,Hap. Ramat Gan,3,0
Israel,I1,19/10/01,H. Raanana,M. Nazareth,1,3
Israel,I1,19/10/01,Hak. Ramat Gan,Sakhnin,1,0
Israel,I1,19/10/01,Maccabi Kanna,Hapoel Holon,0,2
Israel,I1,19/10/01,Yehuda,Beit Shean,1,1
Israel,I1,26/10/01,H. Kfar Saba,Maccabi Kanna,0,0
Israel,I1,26/10/01,Hap. Ramat Gan,Beit Shean,3,0
Israel,I1,26/10/01,Hapoel Holon,Hak. Ramat Gan,0,1
Israel,I1,26/10/01,M. Herzliya,H. Raanana,2,2
Israel,I1,26/10/01,M. Nazareth,Yehuda,0,0
Israel,I1,26/10/01,Sakhnin,Beitar Avraham,1,1
Israel,I1,02/11/01,Beit Shean,M. Nazareth,1,1
Israel,I1,02/11/01,Beitar Avraham,Hapoel Holon,1,3
Israel,I1,02/11/01,H. Raanana,Sakhnin,0,0
Israel,I1,02/11/01,Hak. Ramat Gan,H. Kfar Saba,2,0
Israel,I1,02/11/01,Maccabi Kanna,Hap. Ramat Gan,0,2
Israel,I1,02/11/01,Yehuda,M. Herzliya,2,2
Israel,I1,09/11/01,H. Kfar Saba,Beitar Avraham,3,3
Israel,I1,09/11/01,Hap. Ramat Gan,M. Nazareth,0,3
Israel,I1,09/11/01,Hapoel Holon,H. Raanana,0,0
Israel,I1,09/11/01,M. Herzliya,Beit Shean,5,1
Israel,I1,09/11/01,Maccabi Kanna,Hak. Ramat Gan,3,1
Israel,I1,09/11/01,Sakhnin,Yehuda,1,1
Israel,I1,16/11/01,Beit Shean,Sakhnin,2,2
Israel,I1,16/11/01,Beitar Avraham,Maccabi Kanna,4,1
Israel,I1,16/11/01,H. Raanana,H. Kfar Saba,1,1
Israel,I1,16/11/01,Hak. Ramat Gan,Hap. Ramat Gan,2,0
Israel,I1,16/11/01,M. Nazareth,M. Herzliya,2,0
Israel,I1,16/11/01,Yehuda,Hapoel Holon,6,2
Israel,I1,23/11/01,Beit Shean,Hapoel Holon,1,1
Israel,I1,23/11/01,Beitar Avraham,Hak. Ramat Gan,0,0
Israel,I1,23/11/01,H. Raanana,Maccabi Kanna,2,2
Israel,I1,23/11/01,Hap. Ramat Gan,M. Herzliya,0,4
Israel,I1,23/11/01,M. Nazareth,Sakhnin,2,0
Israel,I1,23/11/01,Yehuda,H. Kfar Saba,1,1
Israel,I1,30/11/01,Beitar Avraham,Hap. Ramat Gan,1,0
Israel,I1,30/11/01,H. Kfar Saba,Beit Shean,1,0
Israel,I1,30/11/01,Hak. Ramat Gan,H. Raanana,0,1
Israel,I1,30/11/01,Hapoel Holon,M. Nazareth,2,0
Israel,I1,30/11/01,Maccabi Kanna,Yehuda,3,3
Israel,I1,30/11/01,Sakhnin,M. Herzliya,2,0
Israel,I1,07/12/01,Beit Shean,Maccabi Kanna,0,4
Israel,I1,07/12/01,H. Raanana,Beitar Avraham,0,1
Israel,I1,07/12/01,Hap. Ramat Gan,Sakhnin,2,0
Israel,I1,07/12/01,M. Herzliya,Hapoel Holon,1,1
Israel,I1,07/12/01,M. Nazareth,H. Kfar Saba,0,1
Israel,I1,07/12/01,Yehuda,Hak. Ramat Gan,0,1
Israel,I1,14/12/01,Beitar Avraham,Yehuda,1,2
Israel,I1,14/12/01,H. Kfar Saba,M. Herzliya,0,1
Israel,I1,14/12/01,H. Raanana,Hap. Ramat Gan,1,1
Israel,I1,14/12/01,Hak. Ramat Gan,Beit Shean,1,0
Israel,I1,14/12/01,Hapoel Holon,Sakhnin,0,2
Israel,I1,14/12/01,Maccabi Kanna,M. Nazareth,2,1
Israel,I1,21/12/01,Beit Shean,Beitar Avraham,0,1
Israel,I1,21/12/01,Hap. Ramat Gan,Hapoel Holon,0,0
Israel,I1,21/12/01,M. Herzliya,Maccabi Kanna,2,2
Israel,I1,21/12/01,M. Nazareth,Hak. Ramat Gan,1,1
Israel,I1,21/12/01,Sakhnin,H. Kfar Saba,0,0
Israel,I1,21/12/01,Yehuda,H. Raanana,2,1
Israel,I1,11/01/02,Beitar Avraham,M. Nazareth,2,0
Israel,I1,11/01/02,H. Kfar Saba,Hapoel Holon,3,0
Israel,I1,11/01/02,H. Raanana,Beit Shean,0,1
Israel,I1,11/01/02,Hak. Ramat Gan,M. Herzliya,0,3
Israel,I1,11/01/02,Maccabi Kanna,Sakhnin,1,0
Israel,I1,11/01/02,Yehuda,Hap. Ramat Gan,1,0
Israel,I1,18/01/02,Beit Shean,Yehuda,0,0
Israel,I1,18/01/02,Hap. Ramat Gan,H. Kfar Saba,0,0
Israel,I1,18/01/02,Hapoel Holon,Maccabi Kanna,1,2
Israel,I1,18/01/02,M. Herzliya,Beitar Avraham,2,2
Israel,I1,18/01/02,M. Nazareth,H. Raanana,4,1
Israel,I1,18/01/02,Sakhnin,Hak. Ramat Gan,0,0
Israel,I1,25/01/02,Beit Shean,Hap. Ramat Gan,1,2
Israel,I1,25/01/02,Beitar Avraham,Sakhnin,0,2
Israel,I1,25/01/02,H. Raanana,M. Herzliya,0,1
Israel,I1,25/01/02,Hak. Ramat Gan,Hapoel Holon,0,0
Israel,I1,25/01/02,Maccabi Kanna,H. Kfar Saba,1,1
Israel,I1,25/01/02,Yehuda,M. Nazareth,3,0
Israel,I1,01/02/02,H. Kfar Saba,Hak. Ramat Gan,4,0
Israel,I1,01/02/02,Hap. Ramat Gan,Maccabi Kanna,1,4
Israel,I1,01/02/02,Hapoel Holon,Beitar Avraham,0,1
Israel,I1,01/02/02,M. Herzliya,Yehuda,1,1
Israel,I1,01/02/02,M. Nazareth,Beit Shean,1,1
Israel,I1,01/02/02,Sakhnin,H. Raanana,3,1
Israel,I1,08/02/02,Beit Shean,M. Herzliya,2,2
Israel,I1,08/02/02,Beitar Avraham,H. Kfar Saba,0,1
Israel,I1,08/02/02,H. Raanana,Hapoel Holon,2,0
Israel,I1,08/02/02,Hak. Ramat Gan,Maccabi Kanna,1,1
Israel,I1,08/02/02,M. Nazareth,Hap. Ramat Gan,3,2
Israel,I1,08/02/02,Yehuda,Sakhnin,1,1
Israel,I1,15/02/02,H. Kfar Saba,H. Raanana,4,0
Israel,I1,15/02/02,Hap. Ramat Gan,Hak. Ramat Gan,0,3
Israel,I1,15/02/02,Hapoel Holon,Yehuda,0,2
Israel,I1,15/02/02,M. Herzliya,M. Nazareth,3,0
Israel,I1,15/02/02,Maccabi Kanna,Beitar Avraham,2,1
Israel,I1,15/02/02,Sakhnin,Beit Shean,3,1
Israel,I1,01/03/02,Beitar Avraham,Hap. Ramat Gan,0,1
Israel,I1,01/03/02,H. Kfar Saba,Beit Shean,2,1
Israel,I1,01/03/02,Hak. Ramat Gan,Sakhnin,1,0
Israel,I1,01/03/02,M. Herzliya,M. Nazareth,1,3
Israel,I1,01/03/02,Maccabi Kanna,Hapoel Holon,0,0
Israel,I1,01/03/02,Yehuda,H. Raanana,4,1
Israel,I1,08/03/02,Beit Shean,Sakhnin,1,0
Israel,I1,08/03/02,H. Kfar Saba,Maccabi Kanna,2,1
Israel,I1,08/03/02,H. Raanana,M. Herzliya,4,2
Israel,I1,08/03/02,Hap. Ramat Gan,Hak. Ramat Gan,2,1
Israel,I1,08/03/02,Hapoel Holon,Yehuda,2,2
Israel,I1,08/03/02,M. Nazareth,Beitar Avraham,3,1
Israel,I1,15/03/02,Beitar Avraham,H. Raanana,2,2
Israel,I1,15/03/02,Hak. Ramat Gan,M. Nazareth,1,3
Israel,I1,15/03/02,M. Herzliya,Hapoel Holon,3,0
Israel,I1,15/03/02,Maccabi Kanna,Beit Shean,7,0
Israel,I1,15/03/02,Sakhnin,Hap. Ramat Gan,1,0
Israel,I1,15/03/02,Yehuda,H. Kfar Saba,1,0
Israel,I1,29/03/02,Beit Shean,Hap. Ramat Gan,1,0
Israel,I1,29/03/02,H. Kfar Saba,M. Herzliya,0,2
Israel,I1,29/03/02,H. Raanana,Hak. Ramat Gan,0,0
Israel,I1,29/03/02,Hapoel Holon,Beitar Avraham,0,3
Israel,I1,29/03/02,M. Nazareth,Sakhnin,1,2
Israel,I1,29/03/02,Maccabi Kanna,Yehuda,0,1
Israel,I1,05/04/02,Beitar Avraham,H. Kfar Saba,2,0
Israel,I1,05/04/02,Hak. Ramat Gan,Hapoel Holon,0,1
Israel,I1,05/04/02,Hap. Ramat Gan,M. Nazareth,1,1
Israel,I1,05/04/02,M. Herzliya,Maccabi Kanna,4,3
Israel,I1,05/04/02,Sakhnin,H. Raanana,3,2
Israel,I1,05/04/02,Yehuda,Beit Shean,1,0
Israel,I1,12/04/02,Beit Shean,M. Nazareth,0,0
Israel,I1,12/04/02,H. Kfar Saba,Hak. Ramat Gan,3,0
